"n°UAI de l'établissement";"Libellé de l'établissement";"Région";;;"Taux";"Taux attendu";"Valeur ajoutée";;;
"0761721H";"Lycée général et technologique privé Jean XXIII";"NORMANDIE";"ensemble";52;;;;;;
"0761735Y";"Lycée polyvalent privé Jeanne d'Arc";"NORMANDIE";"ensemble";40;42;43;-1;49;51;57
"0761742F";"Lycée général et technologique Val de Seine";"NORMANDIE";"ensemble";26;46;54;-8;52;56;58
"0762081Z";"Etablissement régional d'enseignement adapté Maurice Genevoix";"NORMANDIE";"ensemble";36;16;19;-3;16;14;21
"0762169V";"Lycée général et technologique Pablo Neruda";"NORMANDIE";"ensemble";31;61;60;2;73;64;70
"0762169V";"Lycée général et technologique Pablo Neruda";"NORMANDIE";"dont élèves en voie pro sco";33;58;55;3;70;58;65
"0762169V";"Lycée général et technologique Pablo Neruda";"NORMANDIE";"dont apprentis";;;;;;;
"0762211R";"Etablissement régional d'enseignement adapté Françoise Dolto";"NORMANDIE";"ensemble";29;10;17;-7;13;10;33
"0762442S";"Lycée polyvalent privé Saint Joseph";"NORMANDIE";"ensemble";49;55;44;10;59;59;64
"0762600N";"Lycée polyvalent Edouard Delamare Deboutteville";"NORMANDIE";"ensemble";44;43;45;-3;46;49;56
"0762601P";"Lycée polyvalent Georges Brassens";"NORMANDIE";"ensemble";40;26;35;-8;38;37;41
"0762602R";"Lycée professionnel des 4 Cantons - Grieu - Lycée des métiers de la maintenance et de l'information numérique";"NORMANDIE";"ensemble";59;31;34;-4;28;35;38
"0762765T";"Lycée professionnel Antoine-Laurent Lavoisier - Lycée des métiers des véhicules automobiles et du transport-logistique";"NORMANDIE";"ensemble";29;48;45;3;58;59;62
"0762836V";"Lycée professionnel Fernand Léger";"NORMANDIE";"ensemble";61;40;39;1;51;53;58
"0762879S";"Lycée général et technologique Vallée du Cailly";"NORMANDIE";"ensemble";31;59;57;3;54;66;69
"0762880T";"Lycée polyvalent Raymond Queneau";"NORMANDIE";"ensemble";46;40;36;4;46;52;50
"0762911B";"Lycée polyvalent Galilée - Lycée des métiers de la chimie et des biotechnologies";"NORMANDIE";"ensemble";66;59;52;7;56;44;50
"0762920L";"Lycée polyvalent Pierre de Coubertin - Lycée des métiers de l'industrie";"NORMANDIE";"ensemble";49;42;36;6;51;52;56
"0762964J";"Lycée polyvalent Le Corbusier - Lycée des métiers du bâtiment, des travaux publics, de l'énergie et de la domotique";"NORMANDIE";"ensemble";41;41;44;-3;51;49;53
"0762976X";"Lycée polyvalent Françoise de Grace - Lycée des métiers des services aux personnes, aux entreprises et du commerce";"NORMANDIE";"ensemble";36;24;29;-5;29;32;43
"0763002A";"Lycée polyvalent du Golf";"NORMANDIE";"ensemble";34;32;37;-5;40;42;41
"0763079J";"Section d'enseignement professionnel du lycée des métiers du bois et de l'éco-construction";"NORMANDIE";"ensemble";56;51;39;12;60;63;69
"0763237F";"Lycée polyvalent Georges Baptiste - Lycée des métiers de l'hôtellerie, de la restauration et de la boulangerie - patisserie";"NORMANDIE";"ensemble";52;50;44;6;57;55;66
"0763409T";"Lycée général et technologique Jean-Paul II";"NORMANDIE";"ensemble";24;;;;;;
"0770342D";"Etablissement régional d'enseignement adapté de Chamigny Garçon";"ILE-DE-FRANCE";"ensemble";39;20;23;-3;26;34;34
"0770918E";"Lycée polyvalent Uruguay France - Lycée des métiers du social et de la santé";"ILE-DE-FRANCE";"ensemble";42;42;42;0;45;48;54
"0770920G";"Lycée polyvalent La Fayette - Lycée des métiers de l'énergie, du numérique et des industries de production - Lycée des métiers du commerce";"ILE-DE-FRANCE";"ensemble";44;45;46;-1;50;53;57
"0770920G";"Lycée polyvalent La Fayette - Lycée des métiers de l'énergie, du numérique et des industries de production - Lycée des métiers du commerce";"ILE-DE-FRANCE";"dont élèves en voie pro sco";46;46;46;1;51;53;58
"0770920G";"Lycée polyvalent La Fayette - Lycée des métiers de l'énergie, du numérique et des industries de production - Lycée des métiers du commerce";"ILE-DE-FRANCE";"dont apprentis";17;38;50;-12;42;58;54
"0770922J";"Lycée général et technologique Gaston Bachelard";"ILE-DE-FRANCE";"ensemble";33;62;54;8;63;67;67
"0770924L";"Lycée polyvalent de Coulommiers";"ILE-DE-FRANCE";"ensemble";37;56;50;6;62;63;65
"0770924L";"Lycée polyvalent de Coulommiers";"ILE-DE-FRANCE";"dont élèves en voie pro sco";39;47;40;7;54;56;59
"0770924L";"Lycée polyvalent de Coulommiers";"ILE-DE-FRANCE";"dont apprentis";31;73;69;4;76;77;78
"0770926N";"Lycée général et technologique François Couperin";"ILE-DE-FRANCE";"ensemble";47;49;57;-8;54;54;54
"0770930T";"Lycée général et technologique Henri Moissan";"ILE-DE-FRANCE";"ensemble";47;;;;;;
"0770931U";"Lycée polyvalent Pierre de Coubertin";"ILE-DE-FRANCE";"ensemble";26;63;54;9;71;69;71
"0770932V";"Lycée professionnel Pierre de Coubertin";"ILE-DE-FRANCE";"ensemble";55;35;32;3;45;45;42
"0770934X";"Lycée polyvalent Léonard de Vinci - Lycée des métiers comptabilité et l'informatique - Lycée des métiers ingénierie mécanique et électrotechnique";"ILE-DE-FRANCE";"ensemble";42;46;49;-3;50;51;55
"0770934X";"Lycée polyvalent Léonard de Vinci - Lycée des métiers comptabilité et l'informatique - Lycée des métiers ingénierie mécanique et électrotechnique";"ILE-DE-FRANCE";"dont élèves en voie pro sco";43;45;48;-3;47;49;53
"0770934X";"Lycée polyvalent Léonard de Vinci - Lycée des métiers comptabilité et l'informatique - Lycée des métiers ingénierie mécanique et électrotechnique";"ILE-DE-FRANCE";"dont apprentis";18;;;;;;
"0770938B";"Lycée polyvalent André Malraux - Lycée des métiers des industries et du design graphique";"ILE-DE-FRANCE";"ensemble";45;36;34;2;43;43;49
"0770938B";"Lycée polyvalent André Malraux - Lycée des métiers des industries et du design graphique";"ILE-DE-FRANCE";"dont élèves en voie pro sco";45;35;34;2;43;42;49
"0770938B";"Lycée polyvalent André Malraux - Lycée des métiers des industries et du design graphique";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0770940D";"Lycée polyvalent Etienne Bezout";"ILE-DE-FRANCE";"ensemble";44;33;39;-6;45;45;53
"0770942F";"Lycée polyvalent Thibaut de Champagne";"ILE-DE-FRANCE";"ensemble";49;39;39;0;36;36;39
"0770943G";"Lycée professionnel Benjamin Franklin - Lycée des métiers du bâtiment";"ILE-DE-FRANCE";"ensemble";47;40;36;4;43;46;49
"0770943G";"Lycée professionnel Benjamin Franklin - Lycée des métiers du bâtiment";"ILE-DE-FRANCE";"dont élèves en voie pro sco";47;40;36;4;43;47;50
"0770943G";"Lycée professionnel Benjamin Franklin - Lycée des métiers du bâtiment";"ILE-DE-FRANCE";"dont apprentis";33;;;;;;
"0770944H";"Lycée professionnel Auguste Perdonnet";"ILE-DE-FRANCE";"ensemble";44;37;38;-1;38;44;41
"0770945J";"Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique";"ILE-DE-FRANCE";"ensemble";44;46;49;-2;54;59;61
"0770945J";"Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique";"ILE-DE-FRANCE";"dont élèves en voie pro sco";46;44;46;-2;50;56;58
"0770945J";"Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0771027Y";"Lycée polyvalent Frédéric Joliot Curie - Lycée des métiers de la gestion des entreprises dans le cadre européen";"ILE-DE-FRANCE";"ensemble";43;39;42;-3;51;48;49
"0771171E";"Lycée professionnel Louis Lumière - Lycée des métiers de l'électricité - Lycée des métiers du commerce";"ILE-DE-FRANCE";"ensemble";54;40;38;2;43;45;43
"0771200L";"Lycée général et technologique privé Blanche de Castille";"ILE-DE-FRANCE";"ensemble";51;37;42;-6;45;45;50
"0771238C";"Ecole générale et technologique privée Saint Aspais";"ILE-DE-FRANCE";"ensemble";61;53;50;3;52;58;56
"0771336J";"Lycée polyvalent les Pannevelles - Lycée des métiers du bâtiment et des travaux publics";"ILE-DE-FRANCE";"ensemble";43;43;40;3;51;49;54
"0771336J";"Lycée polyvalent les Pannevelles - Lycée des métiers du bâtiment et des travaux publics";"ILE-DE-FRANCE";"dont élèves en voie pro sco";43;42;39;3;51;48;54
"0771336J";"Lycée polyvalent les Pannevelles - Lycée des métiers du bâtiment et des travaux publics";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0771512A";"Lycée général et technologique Van Dongen";"ILE-DE-FRANCE";"ensemble";32;66;58;7;62;70;70
"0771658J";"Lycée polyvalent du Gué à Tresmes - Lycée des métiers de l'hôtellerie et restauration / des arts et design / de l'aménagement et finition du bâtiment";"ILE-DE-FRANCE";"ensemble";47;51;46;5;53;50;61
"0771658J";"Lycée polyvalent du Gué à Tresmes - Lycée des métiers de l'hôtellerie et restauration / des arts et design / de l'aménagement et finition du bâtiment";"ILE-DE-FRANCE";"dont élèves en voie pro sco";52;44;43;2;44;44;55
"0771658J";"Lycée polyvalent du Gué à Tresmes - Lycée des métiers de l'hôtellerie et restauration / des arts et design / de l'aménagement et finition du bâtiment";"ILE-DE-FRANCE";"dont apprentis";28;65;54;11;74;64;74
"0771663P";"Lycée général et technologique George Sand";"ILE-DE-FRANCE";"ensemble";36;37;49;-12;41;52;52
"0771763Y";"Lycée général et technologique Charles Le Chauve";"ILE-DE-FRANCE";"ensemble";32;65;59;6;65;69;66
"0771880A";"Lycée professionnel Charles Baudelaire";"ILE-DE-FRANCE";"ensemble";43;26;36;-10;33;37;38
"0771940R";"Lycée polyvalent de Noisiel";"ILE-DE-FRANCE";"ensemble";54;43;47;-3;52;49;46
"0771941S";"Lycée polyvalent René Cassin";"ILE-DE-FRANCE";"ensemble";52;49;51;-2;57;55;62
"0771941S";"Lycée polyvalent René Cassin";"ILE-DE-FRANCE";"dont élèves en voie pro sco";54;46;48;-2;55;53;60
"0771941S";"Lycée polyvalent René Cassin";"ILE-DE-FRANCE";"dont apprentis";23;;;;;;
"0771995A";"Lycée professionnel le Champ de Claye - Lycée des métiers de l'énergie";"ILE-DE-FRANCE";"ensemble";46;45;37;7;44;49;46
"0771995A";"Lycée professionnel le Champ de Claye - Lycée des métiers de l'énergie";"ILE-DE-FRANCE";"dont élèves en voie pro sco";46;45;37;8;43;49;47
"0771995A";"Lycée professionnel le Champ de Claye - Lycée des métiers de l'énergie";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0771996B";"Lycée polyvalent Honoré de Balzac";"ILE-DE-FRANCE";"ensemble";60;;;;;;
"0771997C";"Lycée professionnel Jacques Prévert - Lycée des métiers des systèmes électroniques numériques et de l'électrotechnique";"ILE-DE-FRANCE";"ensemble";51;48;42;6;45;50;44
"0772120L";"Lycée général et technologique Jean Moulin";"ILE-DE-FRANCE";"ensemble";42;56;45;11;51;51;47
"0772127U";"Lycée général et technologique Galilée";"ILE-DE-FRANCE";"ensemble";27;58;60;-2;55;68;68
"0772151V";"Lycée professionnel privé Les Sinoplies";"ILE-DE-FRANCE";"ensemble";42;28;35;-7;44;50;38
"0772153X";"Lycée polyvalent privé Jean Rose";"ILE-DE-FRANCE";"ensemble";42;45;48;-3;51;48;55
"0772188K";"Lycée général et technologique Pierre Mendès France";"ILE-DE-FRANCE";"ensemble";34;80;68;12;84;84;84
"0772223Y";"Lycée polyvalent René Descartes";"ILE-DE-FRANCE";"ensemble";51;43;44;0;48;43;53
"0772225A";"Lycée professionnel Lino Ventura - Lycée des métiers de la santé et de l'aide à la personne";"ILE-DE-FRANCE";"ensemble";54;46;38;8;44;51;51
"0772228D";"Lycée polyvalent Charles de Gaulle - Lycée des métiers de la santé et du travail social";"ILE-DE-FRANCE";"ensemble";42;47;36;11;42;48;45
"0772229E";"Lycée général et technologique Jean Vilar";"ILE-DE-FRANCE";"ensemble";46;61;58;2;56;51;54
"0772230F";"Lycée polyvalent Blaise Pascal";"ILE-DE-FRANCE";"ensemble";51;52;45;7;54;64;70
"0772243V";"Lycée général et technologique Camille Claudel";"ILE-DE-FRANCE";"ensemble";60;67;59;7;81;81;81
"0772244W";"Lycée professionnel Antonin Carême - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"ensemble";47;41;40;2;40;44;50
"0772244W";"Lycée professionnel Antonin Carême - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"dont élèves en voie pro sco";48;39;39;0;38;42;49
"0772244W";"Lycée professionnel Antonin Carême - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0772275E";"Lycée polyvalent privé Maurice Rondeau - Lycée des métiers de l'électronique et de la maintenance";"ILE-DE-FRANCE";"ensemble";52;49;43;6;57;61;52
"0772276F";"Lycée polyvalent Jehan de Chelles - Lycée des métiers de la santé et du social";"ILE-DE-FRANCE";"ensemble";40;36;36;0;43;47;48
"0772277G";"Lycée polyvalent Henri Becquerel";"ILE-DE-FRANCE";"ensemble";43;24;36;-12;33;42;52
"0772292Y";"Lycée polyvalent Martin Luther King";"ILE-DE-FRANCE";"ensemble";51;65;65;0;59;74;76
"0772292Y";"Lycée polyvalent Martin Luther King";"ILE-DE-FRANCE";"dont élèves en voie pro sco";50;58;57;1;54;75;79
"0772292Y";"Lycée polyvalent Martin Luther King";"ILE-DE-FRANCE";"dont apprentis";52;;;;;;
"0772295B";"Lycée polyvalent la Tour des Dames";"ILE-DE-FRANCE";"ensemble";35;48;39;9;54;51;49
"0772296C";"Lycée polyvalent de la Mare Carrée";"ILE-DE-FRANCE";"ensemble";57;47;45;2;53;44;52
"0772296C";"Lycée polyvalent de la Mare Carrée";"ILE-DE-FRANCE";"dont élèves en voie pro sco";59;43;40;2;48;39;48
"0772296C";"Lycée polyvalent de la Mare Carrée";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0772310T";"Lycée polyvalent Simone Signoret";"ILE-DE-FRANCE";"ensemble";50;45;40;5;53;56;54
"0772312V";"Lycée polyvalent Flora Tristan - Lycée des métiers de l'administration des PME-PMI - Lycée des métiers de la mode";"ILE-DE-FRANCE";"ensemble";52;29;36;-6;32;36;41
"0772332S";"Lycée polyvalent Sonia Delaunay";"ILE-DE-FRANCE";"ensemble";55;49;44;5;44;46;51
"0772342C";"Lycée polyvalent Clément Ader";"ILE-DE-FRANCE";"ensemble";48;41;37;4;39;48;46
"0772342C";"Lycée polyvalent Clément Ader";"ILE-DE-FRANCE";"dont élèves en voie pro sco";49;40;36;3;38;47;46
"0772342C";"Lycée polyvalent Clément Ader";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0772688D";"Lycée polyvalent Emilie du Châtelet - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"ensemble";43;47;43;4;43;45;57
"0772751X";"Lycée polyvalent Charlotte Delbo";"ILE-DE-FRANCE";"ensemble";32;59;50;8;48;62;62
"0780273Y";"Lycée professionnel  Louis Blériot, lycée des métiers des services aux entreprises, aux collectivités et aux personnes";"ILE-DE-FRANCE";"ensemble";50;41;43;-1;41;51;48
"0780273Y";"Lycée professionnel  Louis Blériot, lycée des métiers des services aux entreprises, aux collectivités et aux personnes";"ILE-DE-FRANCE";"dont élèves en voie pro sco";52;37;41;-4;34;47;42
"0780273Y";"Lycée professionnel  Louis Blériot, lycée des métiers des services aux entreprises, aux collectivités et aux personnes";"ILE-DE-FRANCE";"dont apprentis";32;;;;;;
"0780422K";"Lycée général et technologique François Villon";"ILE-DE-FRANCE";"ensemble";37;64;59;5;59;54;56
"0780422K";"Lycée général et technologique François Villon";"ILE-DE-FRANCE";"dont élèves en voie pro sco";37;60;58;2;56;52;52
"0780422K";"Lycée général et technologique François Villon";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0780515L";"Lycée général et technologique Les Sept Mares";"ILE-DE-FRANCE";"ensemble";15;80;68;12;68;90;90
"0780582J";"Lycée général et technologique Jean Vilar";"ILE-DE-FRANCE";"ensemble";36;47;57;-10;56;68;65
"0780584L";"Lycée professionnel Henri Matisse, lycée des métiers de la petite enfance et des soins à la personne, et du commerce";"ILE-DE-FRANCE";"ensemble";50;49;40;9;42;49;49
"0780584L";"Lycée professionnel Henri Matisse, lycée des métiers de la petite enfance et des soins à la personne, et du commerce";"ILE-DE-FRANCE";"dont élèves en voie pro sco";52;47;37;10;39;47;47
"0780584L";"Lycée professionnel Henri Matisse, lycée des métiers de la petite enfance et des soins à la personne, et du commerce";"ILE-DE-FRANCE";"dont apprentis";;;;;;;
"0781297L";"Lycée général et technologique Plaine de Neauphle";"ILE-DE-FRANCE";"ensemble";36;60;63;-3;59;68;62
"0781297L";"Lycée général et technologique Plaine de Neauphle";"ILE-DE-FRANCE";"dont élèves en voie pro sco";38;58;59;-1;59;70;61
"0781297L";"Lycée général et technologique Plaine de Neauphle";"ILE-DE-FRANCE";"dont apprentis";32;67;74;-7;59;63;67
"0781512V";"Lycée général et technologique Descartes";"ILE-DE-FRANCE";"ensemble";48;59;59;-1;59;44;41
"0781578S";"Lycée polyvalent Hôtellerie et Tourisme, lycée des  métiers des services hôteliers et du tourisme";"ILE-DE-FRANCE";"ensemble";58;55;52;3;54;55;60
"0781578S";"Lycée polyvalent Hôtellerie et Tourisme, lycée des  métiers des services hôteliers et du tourisme";"ILE-DE-FRANCE";"dont élèves en voie pro sco";47;52;50;2;51;52;58
"0781578S";"Lycée polyvalent Hôtellerie et Tourisme, lycée des  métiers des services hôteliers et du tourisme";"ILE-DE-FRANCE";"dont apprentis";75;65;59;6;63;64;66
"0781581V";"Lycée professionnel privé Saint Thomas";"ILE-DE-FRANCE";"ensemble";66;43;39;4;40;45;55
"0781582W";"Lycée professionnel privé Notre-Dame du Grandchamp";"ILE-DE-FRANCE";"ensemble";77;43;43;0;48;62;48
"0781819D";"Lycée polyvalent Emilie de Breteuil";"ILE-DE-FRANCE";"ensemble";63;;;;;;
"0781839A";"Lycée polyvalent Jean Monnet, lycée des métiers de la vente et de la gestion";"ILE-DE-FRANCE";"ensemble";47;64;52;11;60;60;65
"0781845G";"Lycée général et technologique Jules Ferry";"ILE-DE-FRANCE";"ensemble";42;56;54;2;80;80;84
"0781855T";"Lycée professionnel privé Saint François d'Assise";"ILE-DE-FRANCE";"ensemble";;;;;;;
"0781856U";"Lycée professionnel privé Saint Erembert";"ILE-DE-FRANCE";"ensemble";54;24;36;-12;37;32;39
"0781859X";"Lycée polyvalent Vincent Van Gogh";"ILE-DE-FRANCE";"ensemble";52;38;42;-4;40;45;49
"0781883Y";"Lycée polyvalent Dumont d'Urville";"ILE-DE-FRANCE";"ensemble";51;50;49;1;49;51;53
"0781883Y";"Lycée polyvalent Dumont d'Urville";"ILE-DE-FRANCE";"dont élèves en voie pro sco";49;47;44;3;46;51;51
"0781883Y";"Lycée polyvalent Dumont d'Urville";"ILE-DE-FRANCE";"dont apprentis";58;;;;;;
"0781884Z";"Lycée polyvalent Condorcet";"ILE-DE-FRANCE";"ensemble";51;41;34;7;38;42;47
"0781898P";"Lycée général et technologique Charles de Gaulle";"ILE-DE-FRANCE";"ensemble";41;50;58;-8;67;75;71
"0781948U";"Lycée polyvalent Antoine Lavoisier";"ILE-DE-FRANCE";"ensemble";51;35;39;-4;46;50;54
"0781949V";"Lycée général et technologique de Villaroy";"ILE-DE-FRANCE";"ensemble";64;;;;;;
"0781949V";"Lycée général et technologique de Villaroy";"ILE-DE-FRANCE";"dont élèves en voie pro sco";;;;;;;
"0781949V";"Lycée général et technologique de Villaroy";"ILE-DE-FRANCE";"dont apprentis";70;;;;;;
"0781950W";"Lycée polyvalent Louise Weiss";"ILE-DE-FRANCE";"ensemble";56;44;32;12;56;54;54
"0781951X";"Lycée polyvalent Sedar Senghor";"ILE-DE-FRANCE";"ensemble";53;47;42;5;55;55;55
"0781983G";"Lycée professionnel Adrienne Bolland, lycée des métiers des arts du bois, des services et de la mode";"ILE-DE-FRANCE";"ensemble";54;35;33;1;32;39;44
"0781984H";"Lycée polyvalent Vaucanson, lycée des métiers du génie électronique, du commerce et de l'aide à la personne";"ILE-DE-FRANCE";"ensemble";50;36;33;3;36;39;42
"0782100J";"Lycée professionnel privé Les Châtaigniers";"ILE-DE-FRANCE";"ensemble";58;37;36;1;33;35;50
"0782539L";"Lycée général et technologique Saint-Exupéry";"ILE-DE-FRANCE";"ensemble";30;42;53;-12;45;55;60
"0782540M";"Lycée polyvalent Jean Rostand";"ILE-DE-FRANCE";"ensemble";45;45;41;4;41;46;49
